id,name,created_at,updated_at
1892,vitamin k3 supplement (menadione sodium bisulfite),2024-05-02 10:49:16.72953,
1893,fenugreek seed,2024-05-02 10:49:16.72953,
1894,cholecalciferol (a source of vitamin d3),2024-05-02 10:49:16.72953,
1895,natural vitamin k1,2024-05-02 10:49:16.72953,
1896,chicken fat (preserved with mixed tocopherols and lactic acid),2024-05-02 10:49:16.72953,
1897,peafiber,2024-05-02 10:49:16.72953,
1898,riboflavin supplement [source of vitamin b2],2024-05-02 10:49:16.72953,
1899,venison,2024-05-02 10:49:16.72953,
1900,deboned lamb,2024-05-02 10:49:16.72953,
1901,vitamin 812 supplement,2024-05-02 10:49:16.72953,
1902,folic acid ,2024-05-02 10:49:16.72953,
1903,dried baciollus coagulans fermentation product,2024-05-02 10:49:16.72953,
1904,potato,2024-05-02 10:49:16.72953,
1905,carbonate,2024-05-02 10:49:16.72953,
1906,potassium iodide).,2024-05-02 10:49:16.72953,
1907,sodium selenite.),2024-05-02 10:49:16.72953,
1908,sole,2024-05-02 10:49:16.72953,
1909,turkey bone,2024-05-02 10:49:16.72953,
1910,minerals (zinc amino acid complex,2024-05-02 10:49:16.72953,
1911,olive oil,2024-05-02 10:49:16.72953,
1912,cod liver oil,2024-05-02 10:49:16.72953,
1913,pyridoxine hydrochloride (source of vitamin b6),2024-05-02 10:49:16.72953,
1914,cassava flour,2024-05-02 10:49:16.72953,
1915,vitamins [vitamin a acetate,2024-05-02 10:49:16.72953,
1916,lactobacillus extract,2024-05-02 10:49:16.72953,
1917,venison tripe,2024-05-02 10:49:16.72953,
1918,skinless,2024-05-02 10:49:16.72953,
1919,pyridoxine hydrochloride [source of vitamin b6],2024-05-02 10:49:16.72953,
1920,organic barley grass powder,2024-05-02 10:49:16.72953,
1921,hydrolyzed fish protein concentrate,2024-05-02 10:49:16.72953,
1922,menadione sodium bisfulfite complex,2024-05-02 10:49:16.72953,
1923,pea flour,2024-05-02 10:49:16.72953,
1924,organic alfalfa,2024-05-02 10:49:16.72953,
1925,mixed tocopherols (a natural preservative).,2024-05-02 10:49:16.72953,
1926,magnesium oxide.,2024-05-02 10:49:16.72953,
1927,dog grass extract,2024-05-02 10:49:16.72953,
1928,minerals (zinc methionine complex,2024-05-02 10:49:16.72953,
1929,minerals (ferrous sulfate (source of iron),2024-05-02 10:49:16.72953,
1930,oil of rosemary,2024-05-02 10:49:16.72953,
1931,dried lactobacillus acidophilus fermentation product and dried lactobacillus casei fermentation product,2024-05-02 10:49:16.72953,
1932,limestone,2024-05-02 10:49:16.72953,
1933,titanium dioxide color,2024-05-02 10:49:16.72953,
1934,yucca schidgera extract).,2024-05-02 10:49:16.72953,
1935,hydrolyzed chicken,2024-05-02 10:49:16.72953,
1936,chelated choline chloride,2024-05-02 10:49:16.72953,
1937,corn gluten meal,2024-05-02 10:49:16.72953,
1938,whole ground barley,2024-05-02 10:49:16.72953,
1939,tomato pomace (source of fiber),2024-05-02 10:49:16.72953,
1940,natural chicken and turkey flavor,2024-05-02 10:49:16.72953,
1941,minerals (dicalcium phosphate,2024-05-02 10:49:16.72953,
1942,steamed bone meal,2024-05-02 10:49:16.72953,
1943,natural flavor,2024-05-02 10:49:16.72953,
1944,l-carnitinebr>,2024-05-02 10:49:16.72953,
1945,chicken with bone,2024-05-02 10:49:16.72953,
1946,organic cilantro,2024-05-02 10:49:16.72953,
1947,rabbit livers,2024-05-02 10:49:16.72953,
1948,riboflavin (source of vitamin b2),2024-05-02 10:49:16.72953,
1949,dried fennel,2024-05-02 10:49:16.72953,
1950,monocalcium phosphate,2024-05-02 10:49:16.72953,
1951,and yucca schidgera extract),2024-05-02 10:49:16.72953,
1952,whole ground brown rice,2024-05-02 10:49:16.72953,
1953,vitamin d-3 supplement. a254320.,2024-05-02 10:49:16.72953,
1954,thiamine mononitrate [vitamin b1],2024-05-02 10:49:16.72953,
1955,duck fat,2024-05-02 10:49:16.72953,
1956,psyllium seed husk,2024-05-02 10:49:16.72953,
1957,pantothenic acid,2024-05-02 10:49:16.72953,
1958,apple cider vinegar choline chloride,2024-05-02 10:49:16.72953,
1959,natural chicken flavor,2024-05-02 10:49:16.72953,
1960,sodium bicarbonate,2024-05-02 10:49:16.72953,
1961,ground lentils,2024-05-02 10:49:16.72953,
1962,organic ground alfalfa,2024-05-02 10:49:16.72953,
1963,natural sea salt,2024-05-02 10:49:16.72953,
1964,copper proteinate*,2024-05-02 10:49:16.72953,
1965,liquid egg,2024-05-02 10:49:16.72953,
1966,hydrolyzed ocean fish and chicken protein,2024-05-02 10:49:16.72953,
1967,dehydrated herring,2024-05-02 10:49:16.72953,
1968,manganesesulfate,2024-05-02 10:49:16.72953,
1969,apple fibre,2024-05-02 10:49:16.72953,
1970,citrus fiber,2024-05-02 10:49:16.72953,
1971,dl-alpha tocopherol acetate [source of vitamin e],2024-05-02 10:49:16.72953,
1972,fish meal,2024-05-02 10:49:16.72953,
1973,wild pacific salmon,2024-05-02 10:49:16.72953,
1974,calcium propionate (a preservative),2024-05-02 10:49:16.72953,
1975,potassium iodide. c253519.,2024-05-02 10:49:16.72953,
1976,ferrous bisglycinate chelate,2024-05-02 10:49:16.72953,
1977,sodium selenite). vitamins (vitamin e supplement,2024-05-02 10:49:16.72953,
1978,hulled sunflower seeds,2024-05-02 10:49:16.72953,
1979,tongol tuna,2024-05-02 10:49:16.72953,
1980,zinc polysaccharide complex,2024-05-02 10:49:16.72953,
1981,dried dandelion root extract,2024-05-02 10:49:16.72953,
1982,tomato,2024-05-02 10:49:16.72953,
1983,copperproteinate,2024-05-02 10:49:16.72953,
1984,salt. *this product is made in a facility that handles grains.,2024-05-02 10:49:16.72953,
1985,beef kidney,2024-05-02 10:49:16.72953,
1986,chicory root,2024-05-02 10:49:16.72953,
1987,wild boar liver,2024-05-02 10:49:16.72953,
1988,sodium hexmetaphosphate,2024-05-02 10:49:16.72953,
1989,kanikama,2024-05-02 10:49:16.72953,
1990,potato flour,2024-05-02 10:49:16.72953,
1991,kiwifruit,2024-05-02 10:49:16.72953,
1992,beef tallow preserved with mixed-tocopherols,2024-05-02 10:49:16.72953,
1993,fish oil (preserved withmixed tocopherols),2024-05-02 10:49:16.72953,
1994,l-ascorbyl-2-polyphosphate.,2024-05-02 10:49:16.72953,
1995,tuna extract,2024-05-02 10:49:16.72953,
1996,dried organic kelp,2024-05-02 10:49:16.72953,
1997,alpha-tocopherol acetate,2024-05-02 10:49:16.72953,
1998,sodium nitrite (for color retention),2024-05-02 10:49:16.72953,
1999,yucca,2024-05-02 10:49:16.72953,
2000,b466120,2024-05-02 10:49:16.72953,
2001,mutton lung,2024-05-02 10:49:16.72953,
2002,thiamine mononitrate),2024-05-02 10:49:16.72953,
2003,l-ascorbyl-2-polyphosphate [source of ascorbic acid],2024-05-02 10:49:16.72953,
2004,whole carrots,2024-05-02 10:49:16.72953,
2005,coral calcium,2024-05-02 10:49:16.72953,
2006,fresh boneless duck,2024-05-02 10:49:16.72953,
2007,salmon oil (a sourceof dha),2024-05-02 10:49:16.72953,
2008,i465820,2024-05-02 10:49:16.72953,
2009,whole grain oatmeal,2024-05-02 10:49:16.72953,
2010,ocean fish (sardine and mackerel),2024-05-02 10:49:16.72953,
2011,vitamin b12 supplement.,2024-05-02 10:49:16.72953,
2012,citric acid (a preservative),2024-05-02 10:49:16.72953,
2013,goat lung,2024-05-02 10:49:16.72953,
2014,goat milk powder,2024-05-02 10:49:16.72953,
2015,venison kidney,2024-05-02 10:49:16.72953,
2016,fresh turkey,2024-05-02 10:49:16.72953,
2017,chicken egg,2024-05-02 10:49:16.72953,
2018,ocean fish broth,2024-05-02 10:49:16.72953,
2019,ferrous glycine,2024-05-02 10:49:16.72953,
2020,dl methionine,2024-05-02 10:49:16.72953,
2021,copper glycine complex,2024-05-02 10:49:16.72953,
2022,malt extract,2024-05-02 10:49:16.72953,
2023,chicken organs,2024-05-02 10:49:16.72953,
2024,dried dandelion,2024-05-02 10:49:16.72953,
2025,ground turkey,2024-05-02 10:49:16.72953,
2026,blue 1,2024-05-02 10:49:16.72953,
2027,potassium iodide. a254219.,2024-05-02 10:49:16.72953,
2028,organic apples,2024-05-02 10:49:16.72953,
2029,taurine,2024-05-02 10:49:16.72953,
2030,duck gizzard,2024-05-02 10:49:16.72953,
2031,inositol,2024-05-02 10:49:16.72953,
2032,menhaden meal,2024-05-02 10:49:16.72953,
2033,liver,2024-05-02 10:49:16.72953,
2034,whole peas,2024-05-02 10:49:16.72953,
2035,paprika,2024-05-02 10:49:16.72953,
2036,sunflower oil (preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
2037,chicken live,2024-05-02 10:49:16.72953,
2038,whole herring,2024-05-02 10:49:16.72953,
2039,brown rice,2024-05-02 10:49:16.72953,
2040,dehydrated lactobacillus casei fermentation product,2024-05-02 10:49:16.72953,
2041,potassium iodide. a-2540,2024-05-02 10:49:16.72953,
2042,corn bran,2024-05-02 10:49:16.72953,
2043,sodium selenite.,2024-05-02 10:49:16.72953,
2044,cranberry powder,2024-05-02 10:49:16.72953,
2045,citric acid (preservative),2024-05-02 10:49:16.72953,
2046,vitamin k3 (menadione sodium bisulfite complex),2024-05-02 10:49:16.72953,
2047,flaxseed oil (preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
2048,b470020,2024-05-02 10:49:16.72953,
2049,minerals (zinc sulfate,2024-05-02 10:49:16.72953,
2050,chicory extract,2024-05-02 10:49:16.72953,
2051,sodium selenite ),2024-05-02 10:49:16.72953,
2052,ground whole grain sorghum,2024-05-02 10:49:16.72953,
2053,dried blueberry,2024-05-02 10:49:16.72953,
2054,biotin.,2024-05-02 10:49:16.72953,
2055,vitamins (l-ascorbyl-2-polyphosphate,2024-05-02 10:49:16.72953,
2056,chicken fat (preserved with mixed tocopherols,2024-05-02 10:49:16.72953,
2057,e468520,2024-05-02 10:49:16.72953,
2058,dried whole egg product,2024-05-02 10:49:16.72953,
2059,organic chicken broth,2024-05-02 10:49:16.72953,
2060,organic cranberries,2024-05-02 10:49:16.72953,
2061,mixed tocopherols (as preservative). vitamin d3 supplement,2024-05-02 10:49:16.72953,
2062,palm oil,2024-05-02 10:49:16.72953,
2063,minerals,2024-05-02 10:49:16.72953,
2064,poultry heart,2024-05-02 10:49:16.72953,
2065,lumpfish,2024-05-02 10:49:16.72953,
2066,freeze dried beef kidney,2024-05-02 10:49:16.72953,
2067,selenium yeast,2024-05-02 10:49:16.72953,
2068,crab surimi (ocean whitefish,2024-05-02 10:49:16.72953,
2069,chicken fat naturally preserved with mixed tocopherols,2024-05-02 10:49:16.72953,
2070,peppermint leaves,2024-05-02 10:49:16.72953,
2071,chicory root extract (fos),2024-05-02 10:49:16.72953,
2072,dried aspergillus oryzae fermentation product (source of amylase,2024-05-02 10:49:16.72953,
2073,ground grain sorghum,2024-05-02 10:49:16.72953,
2074,natural parmesan and butter flavor,2024-05-02 10:49:16.72953,
2075,halibut,2024-05-02 10:49:16.72953,
2076,citricacid,2024-05-02 10:49:16.72953,
2077,melon,2024-05-02 10:49:16.72953,
2078,chicken meal (source of glucosamine and chondroitin sulfate),2024-05-02 10:49:16.72953,
2079,l-ascorbyl 2-phosphate (source of vitamin c),2024-05-02 10:49:16.72953,
2080,de-boned lamb,2024-05-02 10:49:16.72953,
2081,chamomile,2024-05-02 10:49:16.72953,
2082,dried artichoke,2024-05-02 10:49:16.72953,
2083,spinach,2024-05-02 10:49:16.72953,
2084,turkey with ground bone,2024-05-02 10:49:16.72953,
2085,chelated copper proteinate,2024-05-02 10:49:16.72953,
2086,salmon oil (cold pressed),2024-05-02 10:49:16.72953,
2087,caramel,2024-05-02 10:49:16.72953,
2088,asorbyl 2-phosphate (source of vitamin c),2024-05-02 10:49:16.72953,
2089,plain dried beet pulp,2024-05-02 10:49:16.72953,
2090,e468320,2024-05-02 10:49:16.72953,
2091,b475220,2024-05-02 10:49:16.72953,
2092,glucosamine,2024-05-02 10:49:16.72953,
2093,mixed tocopherols (used as a preservative),2024-05-02 10:49:16.72953,
2094,added color (red 3 & other artificial color),2024-05-02 10:49:16.72953,
2095,fresh cod,2024-05-02 10:49:16.72953,
2096,tuna (a source of taurine),2024-05-02 10:49:16.72953,
2097,xanthan gum.,2024-05-02 10:49:16.72953,
2098,sunflower oi,2024-05-02 10:49:16.72953,
2099,yeast extract,2024-05-02 10:49:16.72953,
2100,manganese proteinate].,2024-05-02 10:49:16.72953,
2101,wild boar broth,2024-05-02 10:49:16.72953,
2102,beef bone broth,2024-05-02 10:49:16.72953,
2103,ferroussulfate,2024-05-02 10:49:16.72953,
2104,d-pantothenic acid,2024-05-02 10:49:16.72953,
2105,de-boned trout,2024-05-02 10:49:16.72953,
2106,trout,2024-05-02 10:49:16.72953,
2107,spray dried chicken liver,2024-05-02 10:49:16.72953,
2108,vitamin b12supplement,2024-05-02 10:49:16.72953,
2109,chondroitin sulfate.,2024-05-02 10:49:16.72953,
2110,hydrolyzed yeast,2024-05-02 10:49:16.72953,
2111,lactobacillus casei fermentation product dehydrated,2024-05-02 10:49:16.72953,
2112,whole chickpeas,2024-05-02 10:49:16.72953,
2113,organic rosemary,2024-05-02 10:49:16.72953,
2114,sun-cured ground miscanthus grass,2024-05-02 10:49:16.72953,
2115,apple cider vinegar,2024-05-02 10:49:16.72953,
2116,organic blueberries,2024-05-02 10:49:16.72953,
2117,vitamin b6,2024-05-02 10:49:16.72953,
2118,sunflower oil extract,2024-05-02 10:49:16.72953,
2119,vitamin e supplemet,2024-05-02 10:49:16.72953,
2120,added colors (yellow 5,2024-05-02 10:49:16.72953,
2121,hake,2024-05-02 10:49:16.72953,
2122,minerals ( zinc sulfate,2024-05-02 10:49:16.72953,
2123,carob bean gum,2024-05-02 10:49:16.72953,
2124,duck with bone,2024-05-02 10:49:16.72953,
2125,potato meal,2024-05-02 10:49:16.72953,
2126,mixed tocopherols (a natural preservative),2024-05-02 10:49:16.72953,
2127,natural flavour,2024-05-02 10:49:16.72953,
2128,chicken skin,2024-05-02 10:49:16.72953,
2129,l-ascorbyl-2polyphosphate (source of stabilized vitamin c),2024-05-02 10:49:16.72953,
2130,ground yellow corn,2024-05-02 10:49:16.72953,
2131,grouper,2024-05-02 10:49:16.72953,
2132,beef tallow (preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
2133,minerals (ferrous sulfate,2024-05-02 10:49:16.72953,
2134,dehydrated apple,2024-05-02 10:49:16.72953,
2135,miscanthus grass,2024-05-02 10:49:16.72953,
2136,vitamins [niacin supplement,2024-05-02 10:49:16.72953,
2137,cauliflower,2024-05-02 10:49:16.72953,
2138,chicken fat,2024-05-02 10:49:16.72953,
2139,vitamin b12 supplement,2024-05-02 10:49:16.72953,
2140,dried chicory root extract,2024-05-02 10:49:16.72953,
2141,skinless turkey necks,2024-05-02 10:49:16.72953,
2142,lentils,2024-05-02 10:49:16.72953,
2143,elderberry extract,2024-05-02 10:49:16.72953,
2144,cobalt proteinate],2024-05-02 10:49:16.72953,
2145,okra,2024-05-02 10:49:16.72953,
2146,whole brown rice,2024-05-02 10:49:16.72953,
2147,minerals: (zinc oxide,2024-05-02 10:49:16.72953,
2148,dried plain beet pulp,2024-05-02 10:49:16.72953,
2149,dehydrated pediococcus acidilactici fermentation product,2024-05-02 10:49:16.72953,
2150,alfalfa,2024-05-02 10:49:16.72953,
2151,avocado oil,2024-05-02 10:49:16.72953,
2152,ground miscanthus grass,2024-05-02 10:49:16.72953,
2153,magnesium phosphate,2024-05-02 10:49:16.72953,
2154,mussels,2024-05-02 10:49:16.72953,
2155,venison liver,2024-05-02 10:49:16.72953,
2156,organic tapoica,2024-05-02 10:49:16.72953,
2157,beta-carotene,2024-05-02 10:49:16.72953,
2158,ground chicken bone,2024-05-02 10:49:16.72953,
2159,potassium phosphate,2024-05-02 10:49:16.72953,
2160,minerals (magnesium amino acid chelate,2024-05-02 10:49:16.72953,
2161,chicken broth powder,2024-05-02 10:49:16.72953,
2162,natural smoke flavor,2024-05-02 10:49:16.72953,
2163,milo,2024-05-02 10:49:16.72953,
2164,salt.,2024-05-02 10:49:16.72953,
2165,canthaxanthin (color preserved with ethoxyquin),2024-05-02 10:49:16.72953,
2166,menadione sodium bisulfite (source of vitamin k),2024-05-02 10:49:16.72953,
2167,natural and artificial flavor (source of grilled flavor),2024-05-02 10:49:16.72953,
2168,tuna meal,2024-05-02 10:49:16.72953,
2169,folic acid) minerals (calcium carbonate,2024-05-02 10:49:16.72953,
2170,dried lactobacillus acidophilus fermentation product*,2024-05-02 10:49:16.72953,
2171,vitamin d-3 supplement. c253321.,2024-05-02 10:49:16.72953,
2172,organic pea hulls,2024-05-02 10:49:16.72953,
2173,spinach),2024-05-02 10:49:16.72953,
2174,white fish meal,2024-05-02 10:49:16.72953,
2175,b-7026,2024-05-02 10:49:16.72953,
2176,minerals [ferrous sulfate,2024-05-02 10:49:16.72953,
2177,caramel (color),2024-05-02 10:49:16.72953,
2178,yucca schidigera,2024-05-02 10:49:16.72953,
2179,chicken liver digest meal,2024-05-02 10:49:16.72953,
2180,c474220,2024-05-02 10:49:16.72953,
2181,glucosamine sulfate,2024-05-02 10:49:16.72953,
2182,sodium phosphate,2024-05-02 10:49:16.72953,
2183,riboavin supplement,2024-05-02 10:49:16.72953,
2184,ground sorghum,2024-05-02 10:49:16.72953,
2185,(vitamin e supplement niacin thiamine mononitrate vitamin a supplement d-pantothenic acid riboflavin pyridoxine hydrochloride biotin vitamin b12 supplement vitamin d3 supplement folic acid),2024-05-02 10:49:16.72953,
2186,calcium sulfate dihydrate(1,2024-05-02 10:49:16.72953,
2187,whole grain sorghum,2024-05-02 10:49:16.72953,
2188,c-7024,2024-05-02 10:49:16.72953,
2189,b471320,2024-05-02 10:49:16.72953,
2190,enterococcus faecium fermentation product dehydrated,2024-05-02 10:49:16.72953,
2191,flaxseed (source of omega 6 fatty acids),2024-05-02 10:49:16.72953,
2192,copperglycine complex,2024-05-02 10:49:16.72953,
2193,zinc sulfate),2024-05-02 10:49:16.72953,
2194,yellow #6,2024-05-02 10:49:16.72953,
2195,ground flaxseeds,2024-05-02 10:49:16.72953,
2196,dried hydrolyzed casein,2024-05-02 10:49:16.72953,
2324,crab meal,2024-05-02 10:49:16.72953,
2197,dried pediococcus acidilactici fermentation product,2024-05-02 10:49:16.72953,
2198,natural & artificial flavors,2024-05-02 10:49:16.72953,
2199,dried enterococcus faecium fermentation product*,2024-05-02 10:49:16.72953,
2200,soybean oil,2024-05-02 10:49:16.72953,
2201,salmon broth,2024-05-02 10:49:16.72953,
2202,iron oxide colorant,2024-05-02 10:49:16.72953,
2203,soybean oil (preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
2204,corn,2024-05-02 10:49:16.72953,
2205,whey protein concentrate,2024-05-02 10:49:16.72953,
2206,dried aspergillus niger fermentation product.,2024-05-02 10:49:16.72953,
2207,organic turkey,2024-05-02 10:49:16.72953,
2208,pumpkin meal,2024-05-02 10:49:16.72953,
2209,pressed cranberries,2024-05-02 10:49:16.72953,
2210,guineafowl,2024-05-02 10:49:16.72953,
2211,dried ginger,2024-05-02 10:49:16.72953,
2212,rabbit with ground bone,2024-05-02 10:49:16.72953,
2213,xantan gum,2024-05-02 10:49:16.72953,
2214,vitamin d3 supplement),2024-05-02 10:49:16.72953,
2215,mixed tocopherols (a preservative),2024-05-02 10:49:16.72953,
2216,pork lungs,2024-05-02 10:49:16.72953,
2217,rabbit kidney,2024-05-02 10:49:16.72953,
2218,dried skim milk,2024-05-02 10:49:16.72953,
2219,sun-cured alfalfa meal,2024-05-02 10:49:16.72953,
2220,deboned trout,2024-05-02 10:49:16.72953,
2221,organic flaxseed meal,2024-05-02 10:49:16.72953,
2222,chicken (boneless,2024-05-02 10:49:16.72953,
2223,freeze-dried salmon,2024-05-02 10:49:16.72953,
2224,dried egg prouct,2024-05-02 10:49:16.72953,
2225,organic apple cider vinegar,2024-05-02 10:49:16.72953,
2226,cassava root flour,2024-05-02 10:49:16.72953,
2227,sun-cured alfalfa,2024-05-02 10:49:16.72953,
2228,animal fat (preserved with bha),2024-05-02 10:49:16.72953,
2229,dried milk protein,2024-05-02 10:49:16.72953,
2230,freeze-dried green mussels,2024-05-02 10:49:16.72953,
2231,saba,2024-05-02 10:49:16.72953,
2232,crab surimi,2024-05-02 10:49:16.72953,
2233,dried chicory root (source of inulin),2024-05-02 10:49:16.72953,
2234,rabbit with bone,2024-05-02 10:49:16.72953,
2235,flaxseed,2024-05-02 10:49:16.72953,
2236,dried tomato pomace,2024-05-02 10:49:16.72953,
2237,pyridoxine hydrochloride),2024-05-02 10:49:16.72953,
2238,trevally,2024-05-02 10:49:16.72953,
2239,form of vitamin e),2024-05-02 10:49:16.72953,
2240,natural rabbit flavor,2024-05-02 10:49:16.72953,
2241,hydrolyzed chicken liver,2024-05-02 10:49:16.72953,
2242,inulin (from chicory root),2024-05-02 10:49:16.72953,
2243,disodium edta,2024-05-02 10:49:16.72953,
2244,salmon oil (preserved with mixed tocopherols and citric acid),2024-05-02 10:49:16.72953,
2245,brewers yeast,2024-05-02 10:49:16.72953,
2246,green pea,2024-05-02 10:49:16.72953,
2247,mixed tocopherols (a preservative).,2024-05-02 10:49:16.72953,
2248,cobalt sulfate,2024-05-02 10:49:16.72953,
2249,calcium iodate) tricalcium phosphate,2024-05-02 10:49:16.72953,
2250,d-alpha tocopherol (source of vitamin e),2024-05-02 10:49:16.72953,
2251,l-carnitine,2024-05-02 10:49:16.72953,
2252,cobalt carbonate),2024-05-02 10:49:16.72953,
2253,beef lung,2024-05-02 10:49:16.72953,
2254,vitamin b7 (biotin),2024-05-02 10:49:16.72953,
2255,soy flakes,2024-05-02 10:49:16.72953,
2256,organic chickpea,2024-05-02 10:49:16.72953,
2257,natural flavor.,2024-05-02 10:49:16.72953,
2258,kelp,2024-05-02 10:49:16.72953,
2259,dandelion greens,2024-05-02 10:49:16.72953,
2260,lamb heart,2024-05-02 10:49:16.72953,
2261,ethylenediamine dihydroidide (source of iodine),2024-05-02 10:49:16.72953,
2262,chicken meal (preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
2263,menhaden fish oil,2024-05-02 10:49:16.72953,
2264,deboned beef,2024-05-02 10:49:16.72953,
2265,thiamin,2024-05-02 10:49:16.72953,
2266,oat bran,2024-05-02 10:49:16.72953,
2267,manganous oxide,2024-05-02 10:49:16.72953,
2268,b471720,2024-05-02 10:49:16.72953,
2269,duck,2024-05-02 10:49:16.72953,
2270,mixed tocopherols (added to preserve freshness),2024-05-02 10:49:16.72953,
2271,aloe vera,2024-05-02 10:49:16.72953,
2272,beef blood,2024-05-02 10:49:16.72953,
2273,vitamin d3 supplement.,2024-05-02 10:49:16.72953,
2274,faba beans,2024-05-02 10:49:16.72953,
2275,b-7025,2024-05-02 10:49:16.72953,
2276,added color,2024-05-02 10:49:16.72953,
2277,boneless beef,2024-05-02 10:49:16.72953,
2278,a662719,2024-05-02 10:49:16.72953,
2279,copper polysaccharide complex,2024-05-02 10:49:16.72953,
2280,f466520,2024-05-02 10:49:16.72953,
2281,duck necks,2024-05-02 10:49:16.72953,
2282,kale,2024-05-02 10:49:16.72953,
2283,duck bone,2024-05-02 10:49:16.72953,
2284,thiamine mononitrate).,2024-05-02 10:49:16.72953,
2285,menhaden fish oil (mixed tocopherols used as a preservative),2024-05-02 10:49:16.72953,
2286,oranges,2024-05-02 10:49:16.72953,
2287,spinach (dried),2024-05-02 10:49:16.72953,
2288,deboned turkey,2024-05-02 10:49:16.72953,
2289,chicken vita cube,2024-05-02 10:49:16.72953,
2290,qu...inoa,2024-05-02 10:49:16.72953,
2291,bifidobacterium lactis,2024-05-02 10:49:16.72953,
2292,.,2024-05-02 10:49:16.72953,
2293,catfish oil,2024-05-02 10:49:16.72953,
2294,valerian,2024-05-02 10:49:16.72953,
2295,whole navy beans,2024-05-02 10:49:16.72953,
2296,fresh deboned turkey,2024-05-02 10:49:16.72953,
2297,dried chickpeas,2024-05-02 10:49:16.72953,
2298,chicken hearts,2024-05-02 10:49:16.72953,
2299,menhaden oil (preserved with mixed tocophoerols),2024-05-02 10:49:16.72953,
2300,minerals (copper amino acid chelate,2024-05-02 10:49:16.72953,
2301,green peas,2024-05-02 10:49:16.72953,
2302,copper amino acid chelate,2024-05-02 10:49:16.72953,
2303,potato protein,2024-05-02 10:49:16.72953,
2304,a662819,2024-05-02 10:49:16.72953,
2305,snapper,2024-05-02 10:49:16.72953,
2306,vitamins [thiamine mononitrate (vitamin b-1),2024-05-02 10:49:16.72953,
2307,sweet potatoes (dried),2024-05-02 10:49:16.72953,
2308,rice flour,2024-05-02 10:49:16.72953,
2309,fructooligiosaccharides,2024-05-02 10:49:16.72953,
2310,chicken fat (stabilized with mixed tocopherols,2024-05-02 10:49:16.72953,
2311,parsley flakes,2024-05-02 10:49:16.72953,
2312,cellulose fiber,2024-05-02 10:49:16.72953,
2313,sodium tripolyphosph...ate,2024-05-02 10:49:16.72953,
2314,freeze dried pork heart,2024-05-02 10:49:16.72953,
2315,chamomile flowers,2024-05-02 10:49:16.72953,
2316,wild rice,2024-05-02 10:49:16.72953,
2317,calcium pantothenate,2024-05-02 10:49:16.72953,
2318,biotin supplement (vitamin b7).,2024-05-02 10:49:16.72953,
2319,vitamins [ascorbic acid (vitamin c),2024-05-02 10:49:16.72953,
2320,salmon oil (preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
2321,beta-carotene (color),2024-05-02 10:49:16.72953,
2322,dehulled barley,2024-05-02 10:49:16.72953,
2323,dried blueberry powder,2024-05-02 10:49:16.72953,
2325,preserved with mixed vitamin e & vitamin c,2024-05-02 10:49:16.72953,
2326,blueberry,2024-05-02 10:49:16.72953,
2327,minerals (iron glycine complex,2024-05-02 10:49:16.72953,
2328,fish bone broth,2024-05-02 10:49:16.72953,
2329,vitamin b12 supplement),2024-05-02 10:49:16.72953,
2330,bha/bht (a preservative).,2024-05-02 10:49:16.72953,
2331,manganese glycine complex,2024-05-02 10:49:16.72953,
2332,sodium chloride,2024-05-02 10:49:16.72953,
2333,blood meal (chicken),2024-05-02 10:49:16.72953,
2334,organic rosemary extract,2024-05-02 10:49:16.72953,
2335,driedbacillus subtilis fermentation product,2024-05-02 10:49:16.72953,
2336,montmorillonite,2024-05-02 10:49:16.72953,
2337,turmeric root,2024-05-02 10:49:16.72953,
2338,bitter orange,2024-05-02 10:49:16.72953,
2339,potatoes,2024-05-02 10:49:16.72953,
2340,millet,2024-05-02 10:49:16.72953,
2341,calcium sulphate dehydrate,2024-05-02 10:49:16.72953,
2342,pyridoxine,2024-05-02 10:49:16.72953,
2343,potassium iodide. a254119.,2024-05-02 10:49:16.72953,
2344,dried new zealand green mussels,2024-05-02 10:49:16.72953,
2345,dried pineapple extract,2024-05-02 10:49:16.72953,
2346,menadione sodium bisulte complex,2024-05-02 10:49:16.72953,
2347,i465720,2024-05-02 10:49:16.72953,
2348,l-ascorbyl-10polyphosphate,2024-05-02 10:49:16.72953,
2349,fish oil,2024-05-02 10:49:16.72953,
2350,dehydrated sweet orange,2024-05-02 10:49:16.72953,
2351,calcium sulphate,2024-05-02 10:49:16.72953,
2352,sesame oil (preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
2353,tapioca flour,2024-05-02 10:49:16.72953,
2354,bha (used as preservative),2024-05-02 10:49:16.72953,
2355,lobster broth,2024-05-02 10:49:16.72953,
2356,sorbic acid (a preservative).e-4689,2024-05-02 10:49:16.72953,
2357,d-alpha tocopherol (a natural source of vitamin e),2024-05-02 10:49:16.72953,
2358,goat s milk,2024-05-02 10:49:16.72953,
2359,lycopene,2024-05-02 10:49:16.72953,
2360,whole oat meal,2024-05-02 10:49:16.72953,
2361,red bigeye,2024-05-02 10:49:16.72953,
